vul,weakness_name,intrusion_action,vendor,product_name
294,improper limitation of a pathname to a restricted directory ('path traversal'),allow an attacker to execute arbitrary code with system privileges.,Siemens,"tia portal v14, tia portal v15, tia portal v16"
295,uncontrolled resource consumption ('resource exhaustion'),an unauthenticated attacker sending a large amount of specially crafted udp packets may trigger a denial-of-service condition.,Siemens,"dk standard ethernet controller, ek-ertec 200, ek-ertec 200p, simatic cfu pa, simatic et 200ecopn (except 6es7148-6jd00-0ab0 and 6es7146-6ff00-0ab0), simatic profinet driver, simatic et 200m (incl.siplus variants), simatic et 200mp im 155-5 pn ba (incl.siplus variants), simatic et 200mp im 155-5 pn hf (incl.siplus variants), simatic et 200mp im 155-5 pn st (incl.siplus variants), simatic et 200s (incl.siplus variants), simatic et 200sp im 155-6 pn ba (incl.siplus variants), simatic et 200sp im 155-6 pn ha (incl.siplus variants), simatic et 200sp im 155-6 pn hf (incl.siplus variants), simatic et 200sp im 155-6 pn hs (incl.siplus variants), simatic et 200sp im 155-6 pn st (incl.siplus variants), simatic et 200sp im 155-6 pn/2 hf (incl.siplus variants), simatic et 200sp im 155-6 pn/3 hf (incl.siplus variants), simatic et 200sp open controller cpu 1515sp pc (incl.siplus variants), simatic et 200pro (incl.siplus variants), simatic hmi comfort outdoor panels 7"" & 15"" (incl.siplus variants), simatic hmi comfort panels 4"" - 22"" (incl.siplus variants), simatic hmi ktp mobile panels (incl.siplus variants), simatic pn/pn coupler (incl.siplus net variants), simatic s7-1200 cpu family (incl.siplus variants), simatic s7-1500 cpu family (incl.related et200 cpus and siplus variants), simatic s7-1500 cpu software controller, simatic s7-300 cpu family (incl.related et200 cpus and siplus variants), simatic s7-400 pn/dp v7 cpu family (incl.siplus variants), simatic s7-400 pn/dp v6 and below cpu family (incl.siplus variants), simatic s7-400 h v6 cpu family (incl.siplus variants), simatic s7-410 v8 cpu family (incl.siplus variants), sinamics g110m v4.7 pn control unit (incl.siplus variants), sinamics g120 v4.7 pn control unit (incl.siplus variants), sinamics g130 v4.7 control unit, sinamics g150 control unit, sinamics s120 v4.7 control unit (incl.siplus variants), sinamics s150 control unit, simatic winac rtx (f) 2010, sinamics dcm, simatic et 200al, simatic et 200pro, simatic hmi ktp mobile panels, sinamics g110m v4.7 pn control unit, sinamics dcp, sinamics gh150 v4.7 control unit, sinamics gl150 v4.7 control unit, sinamics gm150 v4.7 control unit, sinamics s110 control unit, sinamics sl150 v4.7 control unit, sinamics sm120 v4.7 control unit, sinumerik 828d, sinumerik 840d sl"
296,incorrect permission assignment for critical resource,"an authenticated local attacker could modify a registry key, which could lead to the execution of malicious code using system privileges when opening rslinx classic.",Rockwell Automation,rslinx
297,unrestricted upload of file with dangerous type,allow files to be uploaded and executed on the system.,Advantech,webaccess/nms
298,improper neutralization of special elements used in an sql command ('sql injection'),there are multiple ways an unauthenticated attacker could perform sql injection to gain access to sensitive information.,Advantech,webaccess/nms
299,improper neutralization of special elements used in an sql command ('sql injection'),allow an attacker with low privileges to perform sql injection to gain access to sensitive information.,Advantech,webaccess/nms
300,relative path traversal,an attacker could use a specially crafted url to delete files outside the application’s control.,Advantech,webaccess/nms
301,relative path traversal,an attacker could use a specially crafted url to delete or read files outside the application’s control.,Advantech,webaccess/nms
302,missing authentication for critical function,allows an unauthenticated remote user to create a new admin account.,Advantech,webaccess/nms
303,improper restriction of xml external entity reference,allow an attacker to read sensitive files.,Advantech,webaccess/nms
304,improper neutralization of special elements used in an os command ('os command injection'),allow an attacker to inject system commands remotely.,Advantech,webaccess/nms
305,improper privilege management,"allow an adversary to modify the system, leading to the arbitrary execution of code.",GE Digital,ge digital cimplicity
306,improper neutralization of input during web page generation ('cross-site scripting'),an attacker could send a specially crafted url to initiate a password change for the device.,HMS Networks,"ewon flexy, ewon cosy"
307,heap-based buffer overflow,"the buffer allocated to read data, when parsing vpr files, is too small.",Fuji Electric,v-server lite
308,improper authentication,allow an attacker to read sensitive information or execute arbitrary code.,Synergy Systems & Solutions (SSS),husky rtu 6049-e70
309,improper input validation,cause disconnection of active authentic connections or reboot of device.,Synergy Systems & Solutions (SSS),husky rtu 6049-e70
310,missing authentication for critical function,allow an attacker to change configuration or perform other malicious activities.,Synergy Systems & Solutions (SSS),husky rtu 6049-e70
311,improper check for unusual or exceptional conditions,cause the device to shut down or reboot and lose configuration settings.,Synergy Systems & Solutions (SSS),husky rtu 6049-e70
312,exposure of sensitive information to an unauthorized actor,the affected product is vulnerable to information exposure over the snmp protocol.,Synergy Systems & Solutions (SSS),husky rtu 6049-e70
313,incorrect default permissions,allow an attacker to view network configurations through snmp communication.,Synergy Systems & Solutions (SSS),husky rtu 6049-e70
314,improper privilege management,allow authenticated users to delete arbitrary files via an exposed interface.,B&R Automation,"automation studio, automation studio, automation studio, automation studio, automation studio, automation studio, automation studio, automation studio, automation studio"
315,missing required cryptographic step,a missing secure communication definition and an incomplete tls validation in the upgrade service in b&r automation studio enable unauthenticated users to perform mitm attacks via the b&r upgrade server.,B&R Automation,"automation studio, automation studio, automation studio, automation studio, automation studio, automation studio, automation studio, automation studio, automation studio"
316,path traversal,allow unauthenticated users to write to certain local directories.,B&R Automation,"automation studio, automation studio, automation studio, automation studio, automation studio, automation studio, automation studio, automation studio, automation studio"
317,uncontrolled resource consumption,cause a disruption in communication.,Mitsubishi Electric,"melsec, iq-r, iq-f, q, l, and f series"
318,improper check for unusual or exceptional conditions,cause a denial-of-service condition in the controller when reading specific memory blocks using modbus tcp.,Schneider Electric,"modicon m580, modicon m340, modicon premium, modicon quantum, modicon quantum"
319,improper check for unusual or exceptional conditions,cause a denial-of-service condition when writing specific physical memory blocks using modbus tcp.,Schneider Electric,"modicon m580, modicon m340, modicon premium, modicon quantum, modicon quantum"
320,improper check for unusual or exceptional conditions,cause a denial-of-service condition when reading data with invalid index using modbus tcp.,Schneider Electric,"modicon m580, modicon m340, modicon premium, modicon quantum, modicon quantum"
321,stack-based buffer overflow,allow remote code execution.,Advantech,webaccess
322,relative path traversal,allow an attacker to read arbitrary files from local resources.,VISAM,"vbase editor, vbase web-remote module"
323,incorrect default permissions,weak or insecure permissions on the vbase directory may result in elevation of privileges or malicious effects on the system the next time a privileged user runs the application.,VISAM,"vbase editor, vbase web-remote module"
324,inadequate encryption strength,"allow a local attacker to bypass the password-protected mechanism through brute-force attacks, cracking techniques, or overwriting the password hash.",VISAM,"vbase editor, vbase web-remote module"
325,insecure storage of sensitive information,"an unauthenticated attacker may discover the cryptographic key from the web server and gain information about the login and the encryption/decryption mechanism, which may be exploited to bypass authentication of the html5 hmi web interface.",VISAM,"vbase editor, vbase web-remote module"
326,stack-based buffer overflow,allow remote attackers to cause a denial-of-service condition and execute arbitrary code.,VISAM,"vbase editor, vbase web-remote module"
327,improper limitation of a pathname to a restricted directory ('path traversal'),allow a remote unauthenticated attacker to read arbitrary files on the device.,Schneider Electric,igss
328,missing authentication for critical function,allow a local user to execute processes that otherwise require escalation privileges when sending local network commands to the igss update service.,Schneider Electric,igss
